id,game,fullDate,team_name,week,winner,duration_min,total_kills,total_assists,total_deaths,total_gold,gold_min,total_damage,damage_min,red_buff,blue_buff,lord_kill,tortoise_kill,tower_destroy,sum_buffs,KDA,assists_taken,gold_w3,gold_w1,damage_w3,damage_w1,id_encode,game_encode,team_name_encode,fullDate_encode
https://ph-mpl.com/data/match/blck-echo-20220227,game1,2022-02-27 16:00:00,ECHO,2,1,15.52,13,33,13,47534,3063,192637,12414,9,9,1,2,6,18,3.54,38,1876.34,330.1,7604.09,1337.76,2,0,2,12
https://ph-mpl.com/data/match/blck-echo-20220227,game1,2022-02-27 16:00:00,BLCK,2,0,15.52,13,38,13,44470,2865,213130,13735,4,9,1,1,5,13,3.92,50,1852.92,277.94,8880.42,1332.06,2,0,0,12
https://ph-mpl.com/data/match/blck-echo-20220227,game2,2022-02-27 16:00:00,ECHO,2,1,14.32,20,50,6,53141,3711,166897,11657,10,10,2,2,8,20,11.67,13,1423.42,246.02,4470.46,772.67,2,1,2,12
https://ph-mpl.com/data/match/blck-echo-20220227,game2,2022-02-27 16:00:00,BLCK,2,0,14.32,6,13,20,34303,2396,89456,6248,4,5,0,1,1,9,0.95,21,3675.32,612.55,9584.57,1597.43,2,1,0,12
https://ph-mpl.com/data/match/nxpe-bren-20220227,game1,2022-02-27 18:00:00,NXPE,2,1,14.2,12,21,6,43795,3084,145718,10261,5,7,0,2,8,12,5.5,14,1642.31,476.03,5464.42,1583.89,26,0,3,13
https://ph-mpl.com/data/match/nxpe-bren-20220227,game1,2022-02-27 18:00:00,BREN,2,0,14.2,6,14,12,43020,3029,97363,6856,8,8,2,1,5,16,1.67,2,2933.18,632.65,6638.39,1431.81,26,0,1,13
https://ph-mpl.com/data/match/nxpe-bren-20220227,game2,2022-02-27 18:00:00,BREN,2,0,14.37,1,2,15,34619,2409,94055,6546,4,5,0,0,2,9,0.2,31,8654.75,4327.38,23513.75,11756.88,26,1,1,13
https://ph-mpl.com/data/match/nxpe-bren-20220227,game2,2022-02-27 18:00:00,NXPE,2,1,14.37,15,31,1,49096,3417,179624,12502,7,10,2,3,9,17,46.0,26,1534.25,340.94,5613.25,1247.39,26,1,3,13
https://ph-mpl.com/data/match/tnc-rsg-20220304,game1,2022-03-04 18:00:00,TNC,3,1,19.35,9,26,10,62284,3218,194483,10050,9,12,2,1,9,21,3.5,19,2595.17,536.93,8103.46,1676.58,59,0,7,14
https://ph-mpl.com/data/match/tnc-rsg-20220304,game1,2022-03-04 18:00:00,RSG,3,0,19.35,10,19,9,59444,3072,165156,8535,11,9,1,2,6,20,3.22,11,2786.44,675.5,7741.69,1876.77,59,0,6,14
https://ph-mpl.com/data/match/tnc-rsg-20220304,game2,2022-03-04 18:00:00,RSG,3,0,14.42,5,11,9,36988,2565,86052,5968,7,5,0,0,0,12,1.78,21,5548.2,840.64,12907.8,1955.73,59,1,6,14
https://ph-mpl.com/data/match/tnc-rsg-20220304,game2,2022-03-04 18:00:00,TNC,3,1,14.42,9,21,5,49913,3462,156995,10889,6,9,2,3,8,15,6.0,13,2202.04,479.93,6926.25,1509.57,59,1,7,14
https://ph-mpl.com/data/match/onic-omg-20220304,game1,2022-03-04 20:00:00,ONIC,3,0,15.1,7,13,11,39583,2592,118232,7744,6,4,0,0,0,10,1.82,20,4241.04,761.21,12667.71,2273.69,44,0,5,15
https://ph-mpl.com/data/match/onic-omg-20220304,game1,2022-03-04 20:00:00,OMG,3,1,15.1,11,20,7,52653,3448,130013,8516,9,11,2,3,9,20,4.43,34,1974.49,526.53,4875.49,1300.13,44,0,4,15
https://ph-mpl.com/data/match/onic-omg-20220304,game2,2022-03-04 20:00:00,ONIC,3,1,22.97,15,34,19,74347,3237,246600,10737,9,14,3,0,8,23,2.58,46,2424.36,502.34,8041.3,1666.22,44,1,5,15
https://ph-mpl.com/data/match/onic-omg-20220304,game2,2022-03-04 20:00:00,OMG,3,0,22.97,19,46,15,68292,2973,280971,12233,12,11,1,3,6,23,4.33,41,2048.76,341.46,8429.13,1404.86,44,1,4,15
https://ph-mpl.com/data/match/onic-omg-20220304,game3,2022-03-04 20:00:00,ONIC,3,0,19.2,15,41,11,61748,3216,265567,13831,11,10,2,2,8,21,5.09,21,2013.52,343.04,8659.79,1475.37,44,2,5,15
https://ph-mpl.com/data/match/onic-omg-20220304,game3,2022-03-04 20:00:00,OMG,3,1,19.2,11,21,15,59404,3093,185763,9675,7,10,1,1,4,17,2.13,12,2970.2,645.7,9288.15,2019.16,44,2,4,15
https://ph-mpl.com/data/match/blck-bren-20220305,game1,2022-03-05 16:00:00,BREN,3,0,24.38,7,12,15,66957,2746,220776,9054,12,13,2,3,5,25,1.27,37,4184.81,984.66,13798.5,3246.71,0,0,1,16
https://ph-mpl.com/data/match/blck-bren-20220305,game1,2022-03-05 16:00:00,BLCK,3,1,24.38,15,37,7,72561,2975,263412,10802,8,15,2,0,9,23,7.43,17,2267.53,465.13,8231.62,1688.54,0,0,0,16
https://ph-mpl.com/data/match/blck-bren-20220305,game2,2022-03-05 16:00:00,BREN,3,0,24.87,8,17,18,69330,2788,284719,11449,9,5,2,3,5,14,1.39,46,3999.81,787.84,16426.1,3235.44,0,1,1,16
https://ph-mpl.com/data/match/blck-bren-20220305,game2,2022-03-05 16:00:00,BLCK,3,1,24.87,18,46,8,74403,2992,361052,14519,13,18,2,0,9,31,8.0,11,2066.75,387.52,10029.22,1880.48,0,1,0,16
https://ph-mpl.com/data/match/echo-rsg-20220305,game1,2022-03-05 18:00:00,RSG,3,0,16.88,6,11,12,48184,2853,161364,9557,7,7,2,3,4,14,1.42,26,3613.8,752.88,12102.3,2521.31,24,0,6,17
https://ph-mpl.com/data/match/echo-rsg-20220305,game1,2022-03-05 18:00:00,ECHO,3,1,16.88,12,26,6,55339,3277,188411,11159,9,13,1,0,9,22,6.33,47,1976.39,512.4,6728.96,1744.55,24,0,2,17
https://ph-mpl.com/data/match/echo-rsg-20220305,game2,2022-03-05 18:00:00,ECHO,3,1,18.77,19,47,12,60709,3234,215890,11503,9,10,2,2,9,19,5.5,34,1626.13,297.59,5782.77,1058.28,24,1,2,17
https://ph-mpl.com/data/match/echo-rsg-20220305,game2,2022-03-05 18:00:00,RSG,3,0,18.77,12,34,19,55124,2937,200211,10668,8,10,1,1,4,18,2.42,25,2583.94,382.81,9384.89,1390.35,24,1,6,17
https://ph-mpl.com/data/match/nxpe-omg-20220305,game1,2022-03-05 20:00:00,OMG,3,1,14.88,11,25,4,47925,3220,138727,9320,7,9,2,2,7,16,9.0,11,1996.88,413.15,5780.29,1195.92,28,0,4,18
https://ph-mpl.com/data/match/nxpe-omg-20220305,game1,2022-03-05 20:00:00,NXPE,3,0,14.88,4,11,11,37954,2550,77509,5207,8,7,0,0,2,15,1.36,37,4744.25,862.59,9688.62,1761.57,28,0,3,18
https://ph-mpl.com/data/match/nxpe-omg-20220305,game2,2022-03-05 20:00:00,NXPE,3,1,14.18,15,37,5,46777,3298,115659,8154,8,11,2,3,8,19,10.4,12,1525.34,278.43,3771.49,688.45,28,1,3,18
https://ph-mpl.com/data/match/nxpe-omg-20220305,game2,2022-03-05 20:00:00,OMG,3,0,14.18,5,12,15,37335,2632,84433,5952,6,4,0,0,1,10,1.13,11,4666.88,777.81,10554.12,1759.02,28,1,4,18
https://ph-mpl.com/data/match/nxpe-omg-20220305,game3,2022-03-05 20:00:00,NXPE,3,0,15.7,5,11,13,40529,2581,118263,7532,7,7,0,2,1,14,1.23,29,5066.12,779.4,14782.88,2274.29,28,2,3,18
https://ph-mpl.com/data/match/nxpe-omg-20220305,game3,2022-03-05 20:00:00,OMG,3,1,15.7,13,29,5,54250,3455,142422,9071,8,9,2,1,9,17,8.4,35,1849.43,423.83,4855.3,1112.67,28,2,4,18
https://ph-mpl.com/data/match/tnc-onic-20220306,game1,2022-03-06 18:00:00,TNC,3,1,17.78,16,35,7,56964,3203,202201,11370,8,13,2,1,8,21,7.29,18,1780.12,374.76,6318.78,1330.27,57,0,7,19
https://ph-mpl.com/data/match/tnc-onic-20220306,game1,2022-03-06 18:00:00,ONIC,3,0,17.78,7,18,16,47958,2696,131141,7374,7,7,0,2,1,14,1.56,27,4496.06,599.48,12294.47,1639.26,57,0,5,19
https://ph-mpl.com/data/match/tnc-onic-20220306,game2,2022-03-06 18:00:00,ONIC,3,1,13.9,13,27,1,48192,3467,144241,10377,8,11,2,2,9,19,40.0,3,1642.91,388.65,4917.31,1163.23,57,1,5,19
https://ph-mpl.com/data/match/tnc-onic-20220306,game2,2022-03-06 18:00:00,TNC,3,0,13.9,1,3,13,33010,2374,119113,8569,4,2,0,0,1,6,0.31,14,12378.75,2750.83,44667.38,9926.08,57,1,7,19
